,id,doc_type,restrict_type,date,grade,duration,description,injury
1703,NOCO_RISI_01_Part669,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,11/17/17,,12 min,"uld not get himself to calm down, he was asked touse the QR to get calm because he was distracting theother Students.Behavior entering time out room:yelling, Swearing, threatening to Kill adult. Instigating other",
1704,NOCO_RISI_01_Part67,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 2/7/10,Grade: 2nd,Escorted by:,"was unable to follow directions,his body was unsafe rolling on the flourand climbing on the counters. ite was distractingother students who were learning. He needed toBehavior entering time out room: leave the learning space to be safe.",
1705,NOCO_RISI_01_Part670,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 11/14/17,,Elapsed Time: 7min,said he was ready. He cave into thelearning space was throwing and cursing. itewas directed to get his body ready He yelledand called peers names. He was told to use the quiet room.Behavior entering time out room:,
1706,NOCO_RISI_01_Part671,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,11/14/17,,Elapsed Time: 6 min,,
1707,NOCO_RISI_01_Part672,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 11/6/17,,6 min,"was disruptive in a small group.He was directed to switen Seats or tables.He refusedthen threw materials andwas not in control,",
1708,NOCO_RISI_01_Part673,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 11/6/17,,9min,"was yelling, throwing. cursing. andthrew school materials at peers.was directed to use the quiet roomto get ready.Behavior entering time out room:",
1709,NOCO_RISI_01_Part674,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 11/2/17,,7 min,,
1710,NOCO_RISI_01_Part675,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,10/25/17,,12 min,"hit another student in the hallway. itc was directed toreturn to the classroom to get himself ready, but refused. itc walkedback holdindhand and was then directed into thequiet room.",
1711,NOCO_RISI_01_Part676,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,10/23/17,Check,13 min,"pas calling other students unkind names. its wasdirected to go to the calming space. There, he threw materialsand was directed to the quiet room.Behavior entering time out room:shouting, cursing, throwing",
1712,NOCO_RISI_01_Part677,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,10-4-17,,Esd,was escorted into the quiet room after arestraint because he was attempting to hurt othersand could not get control and the Guiet roan wasBehavior entering time out room:in use.,
1713,NOCO_RISI_01_Part678,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 9/28/17,,8 min,"was Yelling and distracting his pees.He began calling friends names, instigatinghis pers. He would not walk away Oruse a tool to get readyBehavior entering time out room:",
1714,NOCO_RISI_01_Part679,,,Date: 5 / 22 / 17,Check,Elapsed Time: 4 min,,
1715,NOCO_RISI_01_Part68,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 2/6/17,Grade: 2nd,18 min,,
1716,NOCO_RISI_01_Part680,,,Date: 5 / 15/17,Check,,needed a Sensory break and was inthe massage chair. she begen mowing and telling.she needed the quiet oom to set her bodyreadyBehavior entering time out room:,
1717,NOCO_RISI_01_Part681,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4. 1/12/17,,4min,was rolling on the floor screaming.she was given sensory tools which did nothelp she became a distraction and unable toget herself ready and needed the quiet nonBehavior entering time out room:,
1718,NOCO_RISI_01_Part682,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 4/3/17,Check,14min,became upset when there was a change inver schedule. she ripped up we daily schedules andwas screaming. she was distracting students. weremoved he from the space and she continuedto be upset and distracting others. she needed the,
1719,NOCO_RISI_01_Part683,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 3/31/17,Check,minutes,Refused to complete work. started screamingthrowing things and trying to rip things off thewall. Her body was unsafe and not in control Thedecision was made to go to the quiet roomtoget her body ready.,
1720,NOCO_RISI_01_Part684,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/27/17,Check,15 mins,He wanted to use the computer for his 15 Ellcenter but it was not avail. He and not want 17do the center he was givenBehavior entering time out room:Okicking items the room Throwing,
1721,NOCO_RISI_01_Part685,,ASC Time Out Room.Log- - Room,Date: 7 / 31 / 17,Check,13 Min,"f became upset during Math. He started by refusingand escalated when asked : to take a break He beganthrowing items and chairs. For his safety and -Theirbreak in time out room. the then walked hinself it tilin the room,",
1722,NOCO_RISI_01_Part686,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 5/4/17,,20mm,,
1723,NOCO_RISI_01_Part687,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 10/21/19,Check,Elapsed Time: 8 min,"pushing staff, kicking doors/wallsBehavior entering time out room:pushing / hitting kicking staffBehavior exiting time out room:walked out then walked out of the",
1724,NOCO_RISI_01_Part688,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9/26/19,Check,"Elapsed Time: them 4hrs, 40min Several ti","-throwing objects, attempting / threatening to Stabstaff with scissors, creating tripping hazard classroom. inBehavior entering time out room:- Kicking, swearing trying to hurt staff.",
1725,NOCO_RISI_01_Part689,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 9/13/19,Check,8 min,- -wanted alternate work spaceBehavior entering time out room:calmly t quietly walked in to do workBehavior exiting time out room:- calmly & quietly walked out when done,
1726,NOCO_RISI_01_Part69,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,Date: 2/6/17,Grade: 2nd,8min,body was not in control. He wasrolling on the floor and distracting others workingwas not responding to teachers verbaldirections to walk away or get his body in control.Behavior entering time out room:,
1727,NOCO_RISI_01_Part690,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 9/11/19,processed,Elapsed Time: Inr 13 mins,WOUK rufusal - hid in the bathroomTOwritingcentrysee,
1728,NOCO_RISI_01_Part691,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 8/13/19,Check,15 mins,"left the classroom without permission. in the hall heattempted to Shave past $20 Once he was i'v the classroomhe kicked a trash can, Helland directed him to the TO roomBehavior entering time out room:Yelling, kicking trash can, cursing",
1729,NOCO_RISI_01_Part692,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 8 / 8 / 19,Check,10min,"came into a group movie upsetleft the class without telling staff then ran out OFthe building until Staff were able to stop himBehavior entering time out room:Yelling, cursing. making threats to staff",
1730,NOCO_RISI_01_Part693,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 8 / 5 / 19,1031 tried,Staff Monitoring time out rpom:,"Chair little went into the + 1o room but started to make threatsStartey to use vulgar language and threw atowards labout his dad staff then held the door Avo to being unsafe.He brought a pencil. into tio rom staff went back in to take is dueto him starting to stab the walls and be unsafe with it,",
1731,NOCO_RISI_01_Part694,ASC Time Out Room Log - -Room,ASC Time Out Room Log - -Room,B/26 /19,Check,XY Min,"Tried to leave the classroomwhen was told to stop cursing: when teacher told him noand held the door, he elbowed staff in the stomach, whentold not to do that again or he. will have to go to to roomE1 elbowed stuff again.",
1732,NOCO_RISI_01_Part695,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 7 / 22 / 19,Check,15 min,"Got upset in the class over. other students,Ran out of the class and tried to hide, Given thewalk back to the class refused and tried to ran awaywhich then was escorted to to room.when stopped he be gan to elbow staff in the stomach",
1733,NOCO_RISI_01_Part696,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/18/19,Check,50 mins,"was not following any directions staff was givinghim , began to push mat on staff swear and goinGavethe bathroom with a chair, staffiseveral Chances tohave him take a break on his own , he refused and threw object",
1734,NOCO_RISI_01_Part697,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 6/13/19,Check,1 hr 20 mins,"8 Dooropenwas trying to shut off staffs laptop when trying toat 10:30talkeddo work with him. staff told him to take a break, began",
1735,NOCO_RISI_01_Part698,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 6/13/19,Check,Elapsed Time: 17mins,"was being very silly disrespectful and swearlyat staff, when staff went to Check his work herefused and ran Out of the room.Behavior entering time out room:escarted - van out of room-",
1736,NOCO_RISI_01_Part699,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/1/119,Check,1hr 410mins,"was throwing objects in the room ) when Staffsleept.012:16told him he wasnt ready to do his wore, beganto. Punch staff Very hard. Staff tried to talk to him",
1737,NOCO_RISI_01_Part7,,,Date: 5/22/17,Grade: 2nd,Elapsed Time: 7min,became upset because he could notfind his Fidset spinner- He picked up andthrew a trash.Behavior entering time out room:cursed and picked the door,
1738,NOCO_RISI_01_Part70,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,1/20/17,2nd,15 minutes,refused to follow adult directions to completework. He wanted to write in his notebook and rolling orthe floor. He began making noises repeatedly and hadan chsafe body. the decision was made to get a calmbody in the quiet room.,
1739,NOCO_RISI_01_Part700,ASC Time Out Room Log-Room,ASC Time Out Room Log-Room,Date: 6/11/19,Check,hr,"to dadWhen he left the time out room, wasnt followingdirections. to go to his spot, wanted. to do earn breakShut door on staff several times, punched Staff.but wasnt following directions Ran into bathroom and tried to",
1740,NOCO_RISI_01_Part701,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 1/11/19,Check,51 min,"staff tocame off the bus angry about something fromclose doorhome, Sweaning at staff, threw multiple objects,at 9:20",
1741,NOCO_RISI_01_Part702,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/7/19,Check`,20 Min,asked to take a brack became uposetStarted toaching staff whenstarted to cause & not follow teachersdirection S to sitBehavior entering time out room:,
1742,NOCO_RISI_01_Part703,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/6/19,Check`,29mins.,door closestaff asked him to hang up his back packat 9:20began to throw objects. staff went to remove his9:25,
1743,NOCO_RISI_01_Part704,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/6/19,Check,opened,to gethim toFrustrated about reading. Refusalleaveand escalating to pushing mats and,
1744,NOCO_RISI_01_Part705,ASC Time Out Room Log - Room,ASC Time Out Room Log - Room,Date: 6/6/19,Check,15mins,"Didn't want to watch the concert left the room,Walked down the hall , not listening to staff once inthe room becan to jump on tables tried to run out theback door, went to the bathroom, tried to lock himself in ItBehavior entering time out room:",
1745,NOCO_RISI_01_Part706,ASC Time Out Room Log-Room - 2d,ASC Time Out Room Log-Room - 2d,Date: 6/5/19,Check',2 min,"Didn't want to do theScience work.Behavior entering time out room:escorted - Swearing. I saying he was going toKill Staff , throwing objects",
1746,NOCO_RISI_01_Part707,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/5/19,Check,14mins,"refused to do work began Swearing and notfollowing directions , Wishing staff was deadBehavior entering time out room:escorted - Body not in Control ,threatening SwearyBehavior exiting time out room:",
1747,NOCO_RISI_01_Part708,ASC Time Out Room Log -Room,ASC Time Out Room Log -Room,Date: 6/3/19,Checki Initiated by- himself,min,The work he didn't wantto do because didn't.wantto do scienceBehavior entering time out room:was upset didn't,
1748,NOCO_RISI_01_Part709,ASC Time Out Room Log -Room -,ASC Time Out Room Log -Room -,Date: 6 / 4 / 19,Check',hr 1.1 mids,was throwing materials around Theroom.Eventually he walked himself to TheTO. roomBehavior entering time out room:walked in independently,
1749,NOCO_RISI_01_Part71,ASC Time Out Room Log - Room 9,ASC Time Out Room Log - Room 9,1 / 13 / 17,Grade: 2nd,9min,needed to transition from a learninglesson to specials. When given a direction he didnot respond. He was then given another direction with choilbegan running around the room. He was notsafe and distracting others.,
1750,NOCO_RISI_01_Part710,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6/4/19,Check',Bmins,"was throwing objects at staff and being unsafe,waved out of the room to PE, staff had to bringhimback to discuss what happenedBehavior entering time out room:Walked himself in / Swearing Hitting walls,",
1751,NOCO_RISI_01_Part711,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 6 / 4 / 19,Check,44mins,"was Throwing materals and littingderk off the ground, kicking wallsBehavior entering time out room:Needed to be escorted - threatening staff,Saying he was going to Kill them",
1752,NOCO_RISI_01_Part712,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/23/19,Check,and,"aroundRefused to do work and stay in hrs Space,2:00began Knocking over Chairs , hitting walls, Knockingover mats punching staff very hard.",
1753,NOCO_RISI_01_Part713,ASC Time Out Room Log-Room - 22,ASC Time Out Room Log-Room - 22,Date: 5/23/19,Checki,8 mins,"after coming Out of the time out room, wasSwearing at staff, when staff Only asked him toSit in a Chair.Behavior entering time out room:Screaming - ran into the timeout rooms",
1754,NOCO_RISI_01_Part714,,ASC Time Out Room log-Room -,Date: 5/23/19,Check',37 mins,"Refused to do work, Kianiy walls Knockingover mals not following directions.Behavior entering time out room:rescorted -body not in control led to arestraint door wouldn't Close., given multiple chances",
1755,NOCO_RISI_01_Part715,ASC Time Out Room Log -Room,ASC Time Out Room Log -Room,Date: 5 122/19,Check,15min.,ran out OF classroom and throughhallway because he was asked toSeatBehavior entering time out room:rescort,
1756,NOCO_RISI_01_Part716,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5/22/19,Check,Staff Monitoring time out room:,"Kicking Walls Swearingistaps , at not letting Stapphelp him, threatening to run across the Street,Behavior entering time out room:Walked himself. in.Behavior exiting time out room:",
1757,NOCO_RISI_01_Part717,ASC Time Out Room Log-Room -,ASC Time Out Room Log-Room -,Date: 5122119,Check',9,"was upset because he dean T want TO goto music, he asked to use The TO roomindependentlyBehavior entering time out room:twarked in independently",
