,id,doc_type,date,start_time,end_time,description,restraint_type
637,ASSS_RI_37-Part-12,Physical Restraint Documentation Form,03/05,AM,classroom 11:30 Observers:,"started getting verbally aggressive, swearing and threatening to kick staff. I asked him what was wrong. He didn't respond to that and continued yelling. I let him know that I could see that he was upset, and asked how I could help. He ran over to moveable wall, tried to climb up on it. I directed him to get off, he",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
638,ASSS_RI_37-Part-13,Physical Restraint Documentation Form,Incident Date:3/17/21,Start Time: 1:55 PM,End Time: 2:00 PM,"was late for his 9th period class. was asked to go to 9th period by said ""Ok,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
639,ASSS_RI_37-Part-14,Physical Restraint Documentation Form,Incident Date:4/22/2021,"Start Time: 11:15, 11:34","End Time: 11:28, 11:42",was upset with a classroom staff member. She removed herself from the classroom into the Care Room across the hall. began throwing chairs and flipping desks over by the time crisis staff arrived.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
640,ASSS_RI_37-Part-15,Physical Restraint Documentation Form,Incident Date:5/10/2021,Start Time: 1:30,End Time: 1:43,"was upset about classwork. Staff tried to help remain calm, and offered for him to take a break. At this time,",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
641,ASSS_RI_37-Part-16,Physical Restraint Documentation Form,Incident Date: 5/03/2021,Start Time: 1:40PM,End Time: 1:50PM,Istormed out of his classroom and headed down the hall. On the way he was knocking things off the wall and trying to pry the corkboard off the wall. He continued down the hall and out the first set of front doors.,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
642,ASSS_RI_37-Part-17,Physical Restraint Documentation Form,Incident Date:5/03/2021,Start Time: 1:59PM,End Time: 2:08PM,"was in the respite room after having been restrained. was talking to his teacher, and became upset- he walked out of the doorway, yelled and tackled her to the ground.",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
643,ASSS_RI_37-Part-18,Physical Restraint Documentation Form,Incident Date:5/11/2021,Start Time: 1:30,End Time: 1:43 pm,"had just come back into the building, after leaving school grounds. was still visably upset when reentering the building. He walked upstairs with his social worker and a member of the crisis team, and was",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
644,ASSS_RI_37-Part-19,Physical Restraint Documentation Form,Incident Date: 5/12/2021,PM,11:41 Observers: Participants:,began to fool around with staff when he became physical and grabbed staffed name badge off of their neck. He then threw he deodorant at another staff member. At this time staff had to use a supine restraint. Physical Restraint Documentation Form,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
645,ASSS_RI_37-Part-2,Physical Restraint Documentation Form,Incident Date: 02/25/21,Start Time: 9:15-9:24; 9:29-9:38,End Time: 9:24,"became highly agitated and began to swear, throw classroom items and attempted to flood the sink area. (Crisis Team TA), who was attempting to de-escalate throughout, askede",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
646,ASSS_RI_37-Part-20,Physical Restraint Documentation Form,Incident Date:5/18/2021,PM,1:42 Observers: Participants:,"was in the hallways trying to ""play around"" with staff when he started throwing his clothing at them. When staff took his clothing and put it into his classroom, became mad and started pushing on staff. At",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
647,ASSS_RI_37-Part-21,Physical Restraint Documentation Form,Incident Date: 5/17/21,Start Time: 10:30,End Time: 12:45,was very despondent,
648,ASSS_RI_37-Part-22,Physical Restraint Documentation Form,6/2/21,11:30,Room 153 12:30 Observers:,(see attached narrative) Physical Restraint Documentation form Student,
649,ASSS_RI_37-Part-23,Physical Restraint Documentation Form,Incident Date: 06/23/2021,Start Time: 8:05 am,End Time: 8:30 am,"was aggitated because it was said to him that it was his last full day of school. ( Does not do well with transitions) then started throwing pens at staff, and then picked up a chair to try and throw at staff. At",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
650,ASSS_RI_37-Part-24,Physical Restraint Documentation Form,Incident Date:6/8/2021,Start Time: 1:45,End Time: 1:50,"1 had been agitated most of the day. He had taken a couple of breaks out of the room and after retuning to the class, he did his points. He realized that others had more than he did which upset him. started to pick at others to upset them, so they would ""lose"" points, and have less than him. He",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
651,ASSS_RI_37-Part-25,Physical Restraint Documentation Form,Incident Date: 06/23/2021,"Start Time: 12:55, 1:10, 1:17","End Time: 1:06, 1:14, 1:25","was removed from his classroom because he was fighting with a classmate. When staff tried keeping him in the room, started pushing staff and became physically aggressive. At this point staff used a",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
652,ASSS_RI_37-Part-3,Physical Restraint Documentation Form,Incident Date: 3/1/2021,Start Time: 1:05,End Time: 1:25 PM,"had speech for an hour prior to this incident and he did not do well in the sessions. He was scratching staff, head banging, climbing on top of the radiator and jumping off, clearing shelves, throwing his shoes, magnet tiles, and blocks towards the other students. It was around this time that I needed to put",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
653,ASSS_RI_37-Part-4,Physical Restraint Documentation Form,Incident Date: 3/1/2020,Start Time: 12:53,End Time: 1:16,thad been escalating in agitation for a period of twenty minutes. She verbalized that she was upset with her teachers because she didn't want to attend Speech Therapy. She then gathered her things and attempted to leave the classroom without permission. A staff member in an armcast attempted to impede,Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
654,ASSS_RI_37-Part-5,Physical Restraint Documentation Form,03/01/2021,AM,Classroom 9:37 Observers:,"came off the bus saying that he did not want to be at school and he wanted to go home. He accepted several breaks in the respite room, used putty, and had several staff switches to help him stay safe and regulated in the classroom.",
655,ASSS_RI_37-Part-6,Physical Restraint Documentation Form,03/25/2021,1:36,Respite Room 1:39 Observers:,"escalated when it was time to come in from the playground. He was hitting and stomping on Houlihan's feet yelling ""no"" repeatedly. He was encouraged to go to the respite room with the exercise balls and crash pad to take a break; he enjoys using that room throughout the day. He was prompted to say that",Please check which TCIS physical restraint was employed:Small Child Restraint Standing Restraint Seated Restraint
