,0,1,2,3,4,5,6
9399,,,Time out  minutes,,,,
9400,,,"-On the way back to the classroom from the tutorial room, he ran",,,,
9401,,,away from staﬀ,,,,
9402,2020-2021,4/29/21 10:35 AM,"-once located, to time out.",Intervention: Time Out (minutes),,,
9403,,,Time out,,,,
9404,,,Time out,,,,
9405,,,"-student used restroom before SSR, would not come back into the",,,,
9406,,,classroom,,,,
9407,,,"-began kicking and hi(cid:427)ng staﬀ, moved to calming room",,,,
9408,,,"-tired to to enter class but was not ready, moved into empty",,,,
9409,,,classroom with work,,,,
9410,,,"-student become physically aggressive, moved to TO, eloped to fish",,,,
9411,,,bowl,,,,
9412,2020-2021,5/3/21 12:08 PM,,Intervention: Time Out (minutes),,,
9413,,,Time out used,,,,
9414,,,Escort to (cid:415)me out,,,,
9415,,,-Student refused to get classroom work cone and became physically,,,,
9416,,,"aggressive, ran from staﬀ",,,,
9417,,,"-Student placed in calming room, ran away from staff, grazed head on",,,,
9418,2020-2021,5/4/21 12:15 PM,"door, reentered calming room.",Intervention: Time Out (minutes),,,
9419,,,(cid:415)me out,,,,
9420,,,escort,,,,
9421,,,-Student was not following directions when told to line up to head,,,,
9422,,,back into school.,,,,
9423,,,"-Student ran away from staff, not following directions, climbing on",,,,
9424,,,things,,,,
9425,2020-2021,5/6/21 11:28 AM,-Support escorted back to the building to time out,Intervention: Time Out (minutes),,,
9426,,,Time out,,,,
9427,,,Escort,,,,
9428,,,"-Student returned from the bathroom, refusing to follow the",,,,
9429,,,direc(cid:415)ons in the classroom,,,,
9430,,,-Asked for a break but was told that he needed to follow directions,,,,
9431,,,ﬁrst,,,,
9432,,,-Crawling under the teacher desk,,,,
9433,,,-Become physically and removed by staff to time out and threatening,,,,
9434,2020-2021,5/12/21 12:08 AM,the teacher,Intervention: Time Out (minutes),,,
9435,,,Time out,,,,
9436,,,Escort,,,,
9437,,,-Student le(cid:332) the classroom and ran out of the building,,,,
9438,,,"-Unsafe, climbing the fence by the pool",,,,
9439,2020-2021,5/18/21 12:00 PM,-Was escorted to time out by support,Intervention: Time Out (minutes),,,
9440,,,Time out,,,,
9441,,,escort,,,,
9442,,,-Student was not following direc(cid:415)ons in the classroom,,,,
9443,,,-unsafe behaviors in the room and disrup(cid:415)on,,,,
9444,2020-2021,5/20/21 7:10 AM,-escort to time out,Intervention: Time Out (minutes),,,
9445,,,Time out,,,,
9446,,,physical interven(cid:415)on,,,,
9447,,,-Student became frustrated with iReady,,,,
9448,,,"-Went behind teachers desk, kicking supplies and hit teacher",,,,
9449,2020-2021,5/24/21 10:55 AM,-Student was held till support escorted to time out,Intervention: Physical Intervention (minutes),,,
9450,,,Time out,,,,
9451,,,physical interven(cid:415)on,,,,
9452,,,-Student became frustrated with iReady,,,,
9453,,,"-Went behind teachers desk, kicking supplies and hit teacher",,,,
9454,2020-2021,5/24/21 10:55 AM,-Student was held till support escorted to time out,Intervention: Time Out (minutes),,,
9455,,,Time out,,,,
9456,,,"-Student wasn't being safe in the classroom, yelling at peers, standing",,,,
9457,,,on counter top,,,,
9458,2020-2021,5/24/21 12:30 PM,-Walked to time out with support,Intervention: Time Out (minutes),,,
9459,,,Time out,,,,
9460,,,Escort to (cid:415)me out,,,,
9461,,,"-Student was refusing to do work, unsafe in the classroom",,,,
9462,,,=Support escorted to (cid:415)me out,,,,
9463,,,-Ran away from staﬀ,,,,
9464,,,-Back to the time out and then calming room till ready to return to,,,,
9465,2020-2021,6/1/21 8:35 AM,class,Intervention: Time Out (minutes),,,
9466,,,Time out,,,,
9467,,,Escort,,,,
9468,,,-Kicking peers desk and bothering them,,,,
9469,,,-then started to hit and kick teacher,,,,
9470,2020-2021,6/22/21 7:46 AM,-support escorted to time out,Intervention: Time Out (minutes),,,
9471,,,"yelling/swearing, throwing things, hi(cid:427)ng",,,,
9472,2020-2021,3/18/21 8:39 AM,"support called, time out room used",Intervention: Time Out (minutes),,,
9473,,,"yelling, knocking stuﬀ over, swearing",,,,
9474,2020-2021,3/23/21 9:55 AM,"support called, time out room used",Intervention: Time Out (minutes),,,
9475,,,"screaming, threatening, swearing, hi(cid:427)ng and kicking staﬀ",,,,
9476,2020-2021,3/25/21 8:20 AM,"support called, time out room used",Intervention: Time Out (minutes),,,
9477,,,Student refused to go to reading. Kept running around and refused to,,,,
9478,,,sit and show he was ready. He was kicking the reading room door in,,,,
9479,,,"an aggressive manner, and then got aggressive toward support. He",,,,
9480,,,"went to T.O. While in T.O.student was cursing, kicking, punching,",,,,
9481,2020-2021,9/22/20 9:12 AM,"screaming threats ""I want to kill you"", I'm going to body slam you""",Intervention: Time Out (minutes),,,
9482,,,Student refused to go to reading. Kept running around and refused to,,,,
9483,,,sit and show he was ready. He was kicking the reading room door in,,,,
9484,,,"an aggressive manner, and then got aggressive toward support. He",,,,
9485,,,"went to T.O. While in T.O.student was cursing, kicking, punching,",,,,
9486,2020-2021,9/22/20 9:12 AM,"screaming threats ""I want to kill you"", I'm going to body slam you""",Intervention: Time Out (minutes),,,
9487,,,Student refused to go to reading. Kept running around and refused to,,,,
9488,,,sit and show he was ready. He was kicking the reading room door in,,,,
9489,,,"an aggressive manner, and then got aggressive toward support. He",,,,
9490,,,"went to T.O. While in T.O.student was cursing, kicking, punching,",,,,
9491,2020-2021,9/22/20 9:12 AM,"screaming threats ""I want to kill you"", I'm going to body slam you""",Intervention: Time Out (minutes),,,
9492,,,Student was targeting another student. He was placed in a small child,,,,
9493,2020-2021,9/28/20 8:15 AM,and then walked with staff to the Bird's Nest where he did an LSI.,Intervention: Physical Intervention (minutes),,,
9494,,,"hi(cid:427)ing staﬀ, yelling",,,,
9495,,,started hi(cid:427)ng  and,,,,
9496,2020-2021,10/1/20 12:55 PM,They escorted him to T.O,Intervention: Time Out (minutes),,,
9497,,,"Staff asked  several times to wear his mask, he refused. He was",,,,
9498,,,told to go back to his desk if he would not wear his mask. Royal,,,,
9499,,,refused to comply and continued to sit at the table. He was reminded,,,,
9500,,,how to earn points. He attempted to leave the room and was pushing,,,,
9501,,,staff. He was then running around the room and kicking staff. He was,,,,
9502,,,put in a small child hold by  on legs for,,,,
9503,,,until support arrived. He was escorted to TO by,,,,
9504,2020-2021,10/30/20 11:40 AM,. He was in TO from .,Intervention: Time Out (minutes),,,
9505,,,Student eloped from . Ran to an exit door down the hall of,,,,
9506,,,OT.  stopped student from exiting building. Student is lead to,,,,
9507,,,elevator to go up to third floor. Student became aggressive toward,,,,
9508,2020-2021,11/3/20 12:30 PM,staff. support is called. Student taken to T.O per BIP.,Intervention: Time Out (minutes),,,
9509,,,- ran out of classroom,,,,
9510,,,-Saw a staﬀ member w/ another student (),,,,
9511,,,- ran up to that staﬀ member  and started hi(cid:427)ng her(),,,,
9512,,,"was hitting staff, punching, yelling, and cursing. He was holding",,,,
9513,,,"the staff's legs. Needed to be placed in a small child hold, with a",,,,
9514,,,"second staff holding his legs. Support was called,  came in",,,,
9515,,,"and the hold was moved to a supine, total physical intervention was",,,,
9516,2020-2021,11/12/20 9:00 AM,.  observed.,Intervention: Physical Intervention (minutes),,,
9517,,,"Staff  was sitting close to the door,  ran towards the",,,,
9518,,,"door shouting, curising, and being aggressive toward staff.",,,,
9519,,,came in to assist  due to the student's aggressive behavior.,,,,
9520,,,"They tried to execute a 2 person stading hold, but it was not",,,,
9521,,,"successful so they released  Support was called,  threw a",,,,
9522,,,chair and attacked another student. Student was escorted to a,,,,
9523,2020-2021,11/12/20 10:00 AM,"calming area, and was in T.O. from .",Intervention: Time Out (minutes),,,
9524,,,"cursed, threw iPad and ran out of the classroom. Ran into",,,,
9525,,,"fishbowl, tried to run out of the building.  raced him to TO in 7th",,,,
9526,,,"grade hallway. He started hitting staff, cursing at them, yelling and",,,,
9527,2020-2021,11/17/20 9:00 AM,crying. He was in TO from .,Intervention: Time Out (minutes),,,
9528,,,and another student were teasing one another. Staff gave,,,,
9529,,,"directions to stop,  ran into , they started pushing each other.",,,,
9530,,,"had to speak to them,  was escorted to",,,,
9531,,,"TO room. yelled and kicked the door, and attempted to elope",,,,
9532,2020-2021,11/17/20 10:15 AM,twice. He was in TO from,Intervention: Time Out (minutes),,,
9533,,,eloped from the classroom and ended up running outside to the,,,,
9534,,,"front parking lot. He was escorted to TO, he was screaming, kicking,",,,,
9535,,,swearing and pushing on the TO door. He was in TO from,,,,
9536,2020-2021,11/18/20 11:30 AM,,Intervention: Time Out (minutes),,,
9537,,,"was trying to leave the room, pushing staff, kicking staff and",,,,
9538,2020-2021,12/2/20 8:50 AM,was escorted to T.O. He was in T.O. from,Intervention: Time Out (minutes),,,
9539,,,was roaming the halls upon arrival. The student attempted to,,,,
9540,,,elope from fishbowl area through the front door. Staff placed student,,,,
9541,,,in a small child restraint to keep student safe. Support was called and,,,,
9542,,,the student was escorted to time out. Royal was in TO from,,,,
9543,,,"Royal fell asleep from , he went back into T.O. from",,,,
9544,2020-2021,12/15/20 9:05 AM,,Intervention: Time Out (minutes),,,
9545,,,going to game room staff told him to put on his mask.  started to,,,,
9546,,,"curse and yell, refused to put on his mask and ran from staff.  ran",,,,
9547,,,after him.  ran toward another staff and was put in a 2 person,,,,
9548,2020-2021,12/15/20 11:20 AM,small child hold.  called support.,Intervention: Physical Intervention (minutes),,,
9549,,,refused to have a seat and put his mask up after many reminders.,,,,
9550,,,Aggressive toward staff. tried to run out of the classroom. cursing and,,,,
9551,2020-2021,12/16/20 11:30 AM,yelling at staff. put in a small child 1 person hold.,Intervention: Physical Intervention (minutes),,,
9552,,,refused to have a seat and put his mask up after many reminders.,,,,
9553,,,Aggressive toward staff. tried to run out of the classroom. cursing and,,,,
9554,2020-2021,12/16/20 11:30 AM,yelling at staff. put in a small child 1 person hold.,Intervention: Time Out (minutes),,,
9555,,,attempted to urinate in calming room.  opened the door so,,,,
9556,,,"that he can go to the restroom.  ran toward her and pushed her,",,,,
9557,,,while cursing and yelling   started to hit staff.  was then put in a,,,,
9558,,,2 person small child hold.  came and escorted him back to the,,,,
9559,2020-2021,12/16/20 11:45 AM,calming room.,Intervention: Physical Intervention (minutes),,,
9560,,,attempted to urinate in calming room.  opened the door so,,,,
9561,,,"that he can go to the restroom.  ran toward her and pushed her,",,,,
9562,,,while cursing and yelling.  started to hit staff.  was then put in a,,,,
9563,,,2 person small child hold. ame and escorted him back to the,,,,
9564,2020-2021,12/16/20 11:45 AM,calming room.,Intervention: Time Out (minutes),,,
9565,,,not happy with  because she had ripped his picture off of the,,,,
9566,,,bulletin board. Initially started bc another student closed the door on,,,,
9567,,,his face. tried to retaliate by hitting . Support called was,,,,
9568,2020-2021,12/17/20 1:30 PM,escorted to calming room,Intervention: Time Out (minutes),,,
9569,,,student playing a game on the iPad. Student refused to follow the,,,,
9570,,,,directions to get off with 2 reminders. Student became very upset and,,,
9571,,,"started to kick and punch staff. support called, student escorted to",,,,
9572,2020-2021,12/18/20 11:35 AM,calming room.,,Intervention: Time Out (minutes),,
9573,,,"Student refused to follow directions, started climbing on the A/C",,,,
